,Job Title,Company,Company Rating,Location,Salary,Job Description
843,Senior Automation Engineer (2650),Cambridge University Press & Assessment,3.9 out of 5 stars from 205 employee ratings,Manila,,"We are recruiting for a Senior Automation Engineer who will be part of our central Data & Integration team. In this role, you would design, build and run re-usable RPA components, primarily on the UiPath platform, and help developers across the organisation achieve success on this platform.
You would get exposure to our Automation & Orchestration platforms i.e. UiPath, Appian and Mulesoft Anypoint Platform, and help ensure best practices for automation engineering are up to date and adhered. Most importantly you would help build our internal capability in this important area, upskilling/cross skilling and retaining talented individuals and help them deliver effectively in empowered, agile squads.

Why should you join Cambridge?
Our mission is to contribute to society through the pursuit of education, learning, and research at the highest international levels of excellence. Which is why every year, we give vital support to millions of people in more than 170 countries around the world. From teachers and learners to researchers and academics, we help to build confidence, unlock potential, and enable success. We give people the opportunity to show what they've learnt, we spread knowledge, spark enquiry, and aid understanding.
We achieve this by embracing change, and continuously focusing on our customers' needs. And by collaborating, and carefully listening to our customers and to each other, we keep moving forward, keep innovating, and keep finding newer and better ways of doing things.
When you join Cambridge, you get the best possible combination of a supportive, caring environment, balanced with work that brings out the best in you. You will have access to learning and development opportunities, and business tools essential for your role so that you can perform at your peak.

What can we offer you?
In this role, you will collaborate with colleagues across different areas of the business and branches. It is an opportunity that will enable you to widen your horizon by learning from other cultures.
The role is pivotal to the success of our Automation capability within the organization. There are no limits to the opportunities afforded to learn best practices in this field, work with new and exciting technologies, and collaborate with highly talented people.
On top of these, working with Cambridge will also give you stability. We show our care for our people by allowing them to grow not just professionally but also personally. We promote work-life balance through flexible work schedules, hybrid work arrangements, and generous paid leaves. In addition, you will be entitled to our health care benefits with coverage for dependents, group life insurance, and robust wellbeing programs right on the first day of joining us.

What will you do in this role?
Technical Delivery within cross-functional squads. You will design and develop (hands–on), and automate, monitor, support and improve solutions that are developed both within and outside of the Data & Integration team.
Technical leadership: You will work with your team and other practitioners to define & and adopt best practices for Automation. This means document and sharing skills, methods, tools, patterns and architectures required to level up and continually adapt and improve.
Communications and relationship building: The role requires you to actively collaborate with a wide range of people across the organisation and ensure that timely and reliable information reaches everyone contributing to or impacted by the team's efforts.

What makes you the ideal candidate for this position?
You will be ideal for this role if you have hands-on experience with RPA Automation and are able to demonstrate both successful delivery and lessons learnt, problem solving and fact-based decision making. You will make a strong candidate if you have strong and broad understanding of current automation methodologies, frameworks and best practices and have demonstrated leadership of technical teams.

In addition, experience, knowledge or expertise in the following would give you an advantage:
Hands-on experience of the UiPath platform is essential.
Understanding of BPM automation solutions and how they can interact with RPA processes
Understanding of REST API's, how they can be used to expose/consume data within an RPA process
Understanding of business processes and quality & productivity improvement methodologies"
844,System Administrator / DCIM Engineer,"ePLDT, Inc.",,Makati,"PHP 25,000 - PHP 29,000 a month","JOB DESCRIPTION:
Ensure that the DCIM system is implemented according to agreed specifications and functionalities.
Ensure that after implementation the system is operational at all times at optimum efficiency.
Manage and maintains the DCIM servers.
Conduct regular maintenance to ensure optimal performance of the server.
Conduct regular back-up of the critical DCIM data.
Update the DCIM database based on the client deployment and decommissioning process.
Assist DCIM users on resolving issues related to DCIM access and functionalities.
Implement fixes, patches as required by the application provider.
Provide regular updates to tasks assigned by the immediate supervisor.
Generate report as required by the business.
Be available on-call to respond to issues on the DCIM system.
*
QUALIFICATIONS:
Graduate of Computer Engineering, Electronics Communications Engineering or Electrical Engineering.
Licensed Mechanical or Electrical
Has at least 1 year experience in system Implementation and Administration role running on Linux or Virtualized Machines.
With knowledge in Data Networking & Active Directory
Willing to work in Makati and on-site.
Open to work on call and 8-5 pm Shift
Job Type: Full-time
Salary: Php25,000.00 - Php29,000.00 per month
Benefits:
Health insurance
Schedule:
8 hour shift
Ability to commute/relocate:
Makati City: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
With experience in using LINUX operating system?"
845,Recruitment Lead,Snappr,,Manila,,"At Snappr, we're changing the world by making amazing photography accessible to everyone. We take on complex problems so that photographers, consumers and businesses can connect in more than 200 cities around the world to create and access beautiful photos.

We welcome people from all backgrounds who seek the opportunity to build a future where people can capture their special memories easily and affordably. If you have the drive, passion, and collaborative spirit to work with us, let’s revolutionize photography together.

About the role:

With our global footprint and hyper growth, With our global footprint and hyper growth, one of Snappr’s top priorities is to grow the quality and quantity of talents in our offices. As a Recruitment Lead on this team, you will be challenged to lead recruitment professionals to find and attract the right people in Manila, Medellin, San Francisco and convince them to join our startup. The roles you and your team will get to hire for range from photo/video editors, sales agents, customer support agents, through to professional/senior roles like analysts, engineers, team leaders, and senior managers and executives. Your impact on recruiting and onboarding new talents will be the lifeblood that powers Snappr’s explosive growth and enables our consumers and enterprise clients to access on-demand photography worldwide.
What you'll do:
Help Snappr expand to new markets by growing our operations capacity
Take charge and oversee the entire recruitment operations
Confidently collaborate with stakeholders to successfully support their headcount growth goals
Lead a team of recruitment professionals and continuously coordinate with management to strategize and assist with the division of tasks
Design effective and creative strategies that will attract the right talents and execute accordingly
Sell Snappr's value proposition to candidates
Support the team members’ queries and concerns with beneficial knowledge and expertise
Proactively streamline systems and processes to enhance the efficiency of the hiring process and achieve goals in a timely manner
Hustle - take ownership of Snappr's growth and do whatever it takes to get the job done
What you'll need:
Solid experience recruiting for hyper-growth companies within the tech, online marketplace or shared services space
Advanced knowledge of sourcing techniques and strategies
Leadership experience in recruiting
Highly analytical; able to use data to solve recruiting challenges
Bilingual proficiency in spoken and written English
A ""let's get it done"" mindsetThe ability to balance attention to detail with swift execution - we need to do things quickly, and we need to do them well
Job benefits:
PHP 120k/ month on-target earnings (Note: Don’t let the stated compensation get in the way of pursuing this role)
HMO (w/ two dependents covered by the company)
Temporary work from home set-up
About the team:

Snappr is the largest on-demand marketplace for professional photography in the world. We are a team of driven, entrepreneurial individuals who are redefining photography everywhere. The team consists of creative members who are able to express and witness their input and impact materialize. This is an awesome opportunity to be at the ground level of a rapidly growing product and to have a meaningful impact on its growth. The end-result of everything you'll do at Snappr is more people capturing more of their most precious life moments. Our rocket-ship has a seat open just for you."
846,Technical Support Staff,"Phil-Data Business Systems, Inc.",3.6 out of 5 stars from 34 employee ratings,General Trias,,"Desktop Support Engineer
Desktop Support Engineer is responsible in repairing, maintaining, and upgrading all hardware and equipment to ensure optimal workstation performance. The person will also troubleshoot problem in a timely and accurate fashion, and provide end-user assistance where required.
Provide investigation, diagnosis, resolution and recovery for hardware/software problems. When unable to resolve, escalate to 2nd level or 3rd level in accordance to Service Desk processes.
Manage service request, software installation, new computer setups, upgrades, etc.
Maintain ownership of users issue and service ensuring that they receive resolution within reasonable time frame. (Responsible to all hardware and application support, queries, issues and problems and take ownership in the monitoring, operating, managing, in the completion and delivery of issue resolution (and take ownership in the completion of delivery and issue resolution).
Performs general preventive maintenance tasks on PC, laptops, printers and any other authorized peripheral equipment.
Qualifications:
Must be graduate of Bachelor's Degree or Vocational in any IT Related Course
Must be willing to work in General Trias, Cavite
Flexible in working schedule
Open for Project Based Employment good for 1 year RENEWABLE Contract
Must have at least 1yr experience as Desktop Support (hands on)
Job Type: Full-time
Schedule:
8 hour shift
Ability to commute/relocate:
General Trias, Cavite: Reliably commute or planning to relocate before starting work (Required)"
847,Analytics Engineer,Insight Timer,,Manila,,"More time is spent on Insight Timer than all other meditation apps combined. Data is one of our key competitive advantages as we have more variety and more depth. This is a unique opportunity to be an integral part of building the nascent Analytics function at Insight Timer.

With over 22 million users and 150,000 tracks, one of our biggest challenges is how we can serve the best personalised experience to our users. As an Analytics Engineer, you will help us on how we can leverage our data to inform product development and business decisions. You will work very closely with different business functions to identify opportunities, and make impactful improvements for our business.

What You'll Do
Apply software engineering practices to provide clean data sets from the data warehouse to end users.
Design and build out analytic data models that support answering questions from our product team and company leaders.
Analyse behavioural and financial product data to identify customer segments, improve conversion, and gain understanding of the consumer life cycle within the product.
Clearly and concisely communicate insights and results to both technical and non-technical stakeholders.
Requirements
Experience with modern cloud-based data warehouse solutions such as Snowflake, Redshift, or BigQuery.
Strong competency with SQL. You’re fluent in SQL within analytical data warehouses and BI tools. We are using BigQuery as our Data Warehouse, Looker as BI tools. We are DBT heavy users, so knowing DBT is a plus.
Experience working with event-oriented data sets of large size and diverse schemas.
Experience developing dashboards and reporting systems.
Background in mathematics or statistics. A solid foundational grounding in these areas, and/or a bachelor’s degree with a STEM focus is a plus.
Excellent, concise communicator. You can easily convey your thoughts, opinions, and feelings with the product team and have the ability to articulate effort vs impact tradeoffs.
Benefits
We work with purpose and strive to build our community in a conscious way to sustainably support as many people as possible.
You’ll get to build relationships with some of the world's most renowned publishers from spiritual guides, meditation masters, neuroscientists to world renowned yoga teachers.
We’re remote first, with no central office location. We dial in from all over the world.
You’ll be able to share in our success through a generous employee options plan.
We have dedicated learning and development budgets to support your growth.
About us
We are the world's largest meditation community of 22 million people, from 120 countries speaking 50+ languages. We publish 150,000 free guided meditations and music tracks by 15,000 meditation publishers and musicians from around the world.
We have been featured by TIME, Forbes, The New York Times and Vogue, and our apps have picked up the Editors Choice award by Google, and App of the Day by Apple.
We are a diverse and dispersed team who work from all over the world. It’s important that our team is just as diverse as our community. We do not discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status.
Even if you don’t think you quite meet all of the skills listed or tick all the boxes, we’d still love to hear from you!"
848,IT Manager,Global Healthcare Resource Phils Inc,,Muntinlupa,"PHP 60,000 a month","Position Responsibilities:
Leads installation, configuration and supports new and existing servers and network infrastructure.
Leads IT team in resolving complex data issues in computer system, troubleshooting software issues and security threats
Develop new and innovative solutions to system problems and connections as well as testing and applications.
Communicate, write recommendations and listen to concerns of operations regarding expansions and existing system problems.
Act as lead in collaboration between operations and IT in ensuring that IT requirement is being met
Investigate and mitigate threats such as Security Patches, threat analysis to firewall and among others.
To provide reports for internal network review, penetration test and vulnerability scan if need arise.
Provide strategic advice and spearheaded IT Initiatives
Design IT systems and networks ensuring the right architectural and functionality
Conduct training to IT team concerning firewall, ADS, Networking and other technologies needed for the enhancement of IT system
Provide month end reports pertaining to work accomplishment, general IT condition and Incident report if any.
Manages data backup restorations
Other tasks that are deemed necessary
Job Requirements:
A Bachelor’s degree in Computer Science, Information Technology, Electronics and Communication Engineer or equivalent.
At least 5+ years of experience in Network and Server administration
With at least 5+ years of IT leadership and management experience.
With experience in Microsoft administration and support, Back up and Restore.
With Operational Knowledge of Network and Routing protocol.
Operational Knowledge of Switch and Router Configuration
Experience in launching BPO site is an advantage.
Willing to work in a shifting schedule.
Willing to work in Northgate Alabang Muntinlupa
Job Types: Full-time, Permanent
Salary: From Php60,000.00 per month
Benefits:
Company Christmas gift
Company events
Health insurance
Life insurance
Opportunities for promotion
Schedule:
8 hour shift
Supplemental pay types:
13th month salary"
849,Security Engineer,SolarWinds,3.4 out of 5 stars from 114 employee ratings,Taguig,"PHP 70,000 a month","Overview
At SolarWinds, we’re a people-first company. Our purpose is to enrich the lives of the people we serve—including our employees, customers, shareholders, Partners, and communities. Join us in our mission to help customers accelerate business transformation with simple, powerful, and secure solutions.
The ideal candidate thrives in an innovative, fast-paced environment and is collaborative, accountable, ready, and empathetic. We’re looking for individuals who believe they can accomplish more as a team and create lasting growth for themselves and others. We hire based on attitude, competency, and commitment. Solarians are ready to advance our world-class solutions in a fast-paced environment and accept the challenge to lead with purpose. If you’re looking to build your career with an exceptional team, you’ve come to the right place. Join SolarWinds and grow with us!
The SolarWinds Global Information Security team is seeking a security engineer to join our SolarWinds information security team. This individual will work closely with team members throughout the business as well as across technology teams to develop security operations practices, review security reports, respond to system alerts, and coordinate security incident response activities. We are looking for an ideal candidate who possesses a solid information security background and has a good foundation in identifying threats in a global enterprise IT environment.
This role is an integral part of helping to advance the company’s corporate security capabilities in exciting and innovative new ways while continually improving the overall protection of its global infrastructure, end-user systems and mobile devices, and SaaS application environments.
Responsibilities
This is a hands-on role that requires a good understanding of enterprise-level security frameworks, policies, processes, and standards, and good practical knowledge of the system, network, mobile, cloud, and application security. You will help to improve the incident response program, develop, document, and enforce security standards, guidelines, processes, and procedures to support our enterprise security posture and to protect the SolarWinds corporate and cloud infrastructure including:
Participate as a member of the information security incident response team and provide direct support to the operation, maintenance, and implementation of the information security and incident response program
Primary responder to critical incidents, threats, and vulnerabilities and bring these issues to resolution
Primary communicator and coordinator with internal and 3rd party teams during critical severity incidents.
Participating in incident response exercises from creation, execution, tracking, and documentation.
Triage and assessing security concerns, developing remediation plans, and driving security incidents to resolution
Facilitating post-incident reviews, documenting root causes, and actively working with impacted teams to address resolution actions
Developing, integrating, and improving security incident response “playbooks” and documentation for the information security team
Designing, documenting, and implementing incident response processes, procedures, guidelines, and solutions. Responsible for technical and executive level reports on incident response issues
Automate processes and procedures to enhance the efficiency and effectiveness of the information security program
Assists in the creation, maintenance, and documentation of information security processes and procedures
Qualifications
Minimum 3-5 years of experience as a security administrator, engineer, or analyst in an enterprise environment
Technical and industry certifications or equivalent experience are a plus (CISA, CISM, CISSP, GIAC)
Strong understanding of information security concepts such as risk management, control gap assessments, threat modeling, security automation, cloud security, security architecture, and incident response
Solid understanding of cybersecurity “best practices” including principles, security protocols, and standards material such as OWASP Top 10 and SANS Critical Security Controls
Solid understanding of the life cycle of network threats, attacks, attack vectors, and methods of exploitation with an understanding of intrusion set tactics, techniques, and procedures
Experience with on-premise and cloud-based security technologies like data loss prevention, endpoint security, log and event analysis, user behavior analytics, next-generation firewalls, and file integrity monitoring.
Knowledge of IT Security, Incident Response, Access Control, and Authorization, including IT Governance and NIST’s Cybersecurity frameworks
Must be self-directed, able to manage solo projects or participate as part of a larger team and be able to manage multiple deadlines
Broad understanding of the cyber security threat landscape and the tools, techniques, and tactics of threat actors.
Job Types: Full-time, Permanent
Salary: From Php70,000.00 per month
Benefits:
Company events
Discounted lunch
Employee discount
Health insurance
Life insurance
Opportunities for promotion
Promotion to permanent employee
Staff meals provided
Schedule:
8 hour shift
Supplemental pay types:
13th month salary
Bonus pay
Overtime pay
Performance bonus
Yearly bonus
Ability to commute/relocate:
Taguig City: Reliably commute or planning to relocate before starting work (Required)"
850,Performance Quality Engineer for Marcel Product,Publicis Re:Sources Global,,Manila,,"Company Description

Publicis Re:Sources is the technology and business services backbone of Publicis Groupe.
Publicis Groupe is the 3rd largest communications group worldwide, Leader in digital and Interactive Communication. With activities spanning 104 countries on five continents, Publicis Groupe employs approximately 80,000 professionals. Publicis Groupe offers local and international clients a complete range of communication services.
About Marcel Project:
Marcel is the AI platform that connects more than 80,000 employees at Publicis Groupe— across geographies, agencies and capabilities. Marcel helps our employees learn, share, create, connect
and grow more than ever before. Marcel connects employees to our culture, helps them master new skills, inspires them and tackles diversity and inclusion head on to help build a better world together. It’s a place where we come together every day to amplify each other as one global team.
All of this employee engagement creates over 100 million data points that power our AI-enabled knowledge graph, making the experience even more relevant for employees. And for our clients, our knowledge graph makes Marcel one of the most powerful tools ever invented for finding exactly the right expertise, teams and knowledge that we need to win in the Platform World.
Marcel is a strategic investment in our people and is aimed at being their personal growth engine in this hybrid world. This role is joining the dynamic Marcel team in helping build and evolve this product.
Job Description

Job Description

Main purpose:
Thoroughly tests software to ensure proper operation and freedom from defects.
Documents all problems and works to resolve them; reports progress on problem resolution to management.
Devises improvements to current procedures and develops models of possible future configurations.
Performs workflow analysis and recommends quality improvements.
Key responsibilities:
The key accountabilities for this role are, but not limited to;
Review requirements, specifications and technical design documents to provide timely and meaningful feedback
Participation and involvement in all Agile ceremonies
Ensure that the Agile team delivers working software of sufficient quality to deliver to clients at the end of each development sprint.
Provide risk assessments for all quality issues
Conducting system performance testing to ensure system reliability, capacity, and scalability
Write, maintain, and execute performance and load tests using tools such as JMeter and Gatling
Develop automated test scenarios, manual test scenarios, and associated documentation for reporting test status and results
Work with other technical team resources to analyze root causes of performance issues and recommend corrective actions
Provide training and mentorship on performance and load testing to other team members
Work with development teams to integrate performance testing earlier in SDLC
Suggest new tools and techniques to improve testing efficiency
Responsible for recording, logging and tracking defects in the system and coordinate resolution with development team and functional leads
Business Compliance:
Ensure a sound understanding of, demonstrate commitment to and comply with all legislation & Publicis Groupe Policies e.g., Janus, GSO and IT policies, etc.
Personal & Team Accountabilities:
Actively develop and maintain strong working relationships with all Re:Sources personnel both at a interpersonal level and across all business processes within the wider business environment.
Actively maintain communication and behaviour standards that foster a culture of strong customer and service excellence within Re:Sources.
Key relationships (internal &/or external):
Re:Sources Teams, particularly Business Improvement and IT
Agile Development Teams
Key competencies:
Minimum experience (relevant): 3
Maximum experience (relevant): 8
Must have skills (including technology):
Experience in Performance Testing and exposure to different Performance Testing tools like JMeter
Excellent troubleshooting skills, ability to determine the root causes of the identified issues
Perform Analysis of the Test execution, Lead the Tuning efforts and provide recommendations
Software QA methodologies, tools and processes
Writing clear, concise and comprehensive test plans and test cases
JavaScript /Java programming experience
Selenium based automation framework experience
GitLab or GitHub experience
Good to have skills (including technology):
Agile techniques and methodologies
Gatling
Graph databases
REST API Testing experience
Attributes/behaviours
Excellent verbal and written communication
Logical thinking and problem-solving skills as well as a high level of creativity
Ability to work effectively in a team-oriented environment
Ability to successfully identify and resolve complex problems"
851,Engineer I Bill of Materials,Emerson,"3.8 out of 5 stars from 2,834 employee ratings",Quezon City,,"Responsibilities
Duty 1: BOM Management
Code Number, Product Code Creation and BOM Structuring
Load Part or Product Code in ERP and assign important attributes such as Code Description, Drawing, etc. based from the instruction or BOM form.
Structure the Bill of Material based from engineering instruction or BOM Form.
Upload Engineering notes such as Assembly procedure, Technical Nameplate Information, etc. based from engineering instruction or BOM Form.
Checks the Part/Product Code attributes, structure, Router, and Technical Nameplate specification to ensure its error-free and accurate before submitting to POC.
Code Number, Product Code Creation and BOM Structuring
Update Part or Product Code in ERP for the important attributes such as Code Description, Drawing, etc. based from the instruction or BOM form..
Update the Bill of Material structure based from engineering instruction or BOM Form.
Update Engineering notes such as Assembly procedure, Technical Nameplate Information, etc. based from engineering instruction or BOM Form
Duty 2: Pre Order Entry Request
Verify if quotation and Requested product matched.
Request Product Quotation from Subsidiaries/Order Entry Team.
Load Part or Product Code in ERP and assign important attributes such as Code Description, Drawing, etc.
Structure the Bill of Material based from engineering instruction or BOM Form.
Upload Engineering notes such as Assembly procedure, Technical Nameplate Information, etc. based from engineering instruction or BOM Form.
Recommends Suitable replacement product code for Simple Product Constructions
Duty 3: Report and Analytics
Gather and Extract Data on the SQL server, Noetix, Oracle Item Advance Search and other Databases.
Cleans extracted data using pre-defined guidelines or instructions.
Performs data validation to ensure data consistency and accuracy.
Collaborates with stakeholders for communication and presentation of reports.
Duty 4: Report and Analytics
Gather and Extract Data on the SQL server, Noetix, Oracle Item Advance Search and other Databases.
Cleans extracted data using pre-defined guidelines or instructions.
Performs data validation to ensure data consistency and accuracy.
Collaborates with stakeholders for communication and presentation of reports.
Duty 5: Operations Support
Identify opportunities for continuous improvement to support BU’s goals and objectives.
Participate in the Execution of Business Unit Strategic/ Initiative Programs to support the Objectives of the Local Management.
Complete personal individual development plan and implements agreed training/developmental activities.
Create and Update Process Documentations.
Duty 6: Continuous Improvement and Innovation
Support opportunities for continuous improvement to support BU’s goals and objectives.
Participate in the Execution of Business Unit Strategic/ Initiative Programs to support the Objectives of the Local Management.
Establishes process documentation for all assigned responsibilities and ensures completeness and accuracy.
Maintains the master list of documented information (e.g. procedures, forms, templates, manuals, articles, external documented information, etc.)
Duty 7: Internal Communication
Participates in Team Meetings, Operations Review and Communications meetings.
Collaborates and networks with other to complete assigned projects and programs.
Records and submit periodic and/or monthly Monitoring sheets/trackers
Requirements
Educatio n: Bachelor’s degree in Engineering
Job Related Experience : At least 1.5 years of experience in handling Bill of Materials in ERP database.
Specific Knowledge:
General knowledge of the support in Bill of Material Part and Product Code structure and Processes.
Ability to interpret drawings and technical specifications
Experience and Knowledge in Product Development, Engineering Change Processes, Production methods and systems
Knowledgeable in ERP such as AS400, Oracle and Fourth shift
Skills
Above average communication skills (oral & written)
Detail-oriented
A team player, with a positive attitude
Excellent time management and problem-solving skills
Keen to Details"
852,Junior Software Engineer (Hybrid),Seven Seven Global Services Inc.,3.4 out of 5 stars from 28 employee ratings,Mandaluyong,,"Qualifications:
Amenable to work in a hybrid set-up, work location is either BGC, Taguig or Pioneer Mandaluyong.
Candidate must possess at least a Bachelor's/College Degree , Computer Science/Information Technology, Engineering (Computer/Telecommunication), or equivalent.
Minimum of 1 year working experience as a developer or as an application support using any language.
Experience in working with operations and continuous integration.
Nice to have: experience with DevOps.
Full-Time position(s) available.
Must be willing to work on a Fixed Regular Day Shift schedule from 8AM to 5PM or 9AM to 6PM from Monday to Friday.
Job Description:
End to end project implementation.
Converts raw data or information to more relevant summaries or reports to be used as input to the manager’s business planning activities.
Identifies the core issue of the problem and can determine if the problem is related to a process or if there are personal issues involved.
Complies with established processes and procedures to ensure quality of work and service delivered.
Analyzes project requirements and recommends solutions.
Acts as liaison between project and development team.
Supports project from conception to deployment.
Job Types: Full-time, Permanent
Benefits:
Work from home
Schedule:
8 hour shift
Supplemental pay types:
13th month salary
Ability to commute/relocate:
Mandaluyong City: Reliably commute or planning to relocate before starting work (Preferred)
Experience:
Application/System Development: 1 year (Preferred)
Application Support: 1 year (Preferred)"
853,SSIS Data Engineer,ING,"3.9 out of 5 stars from 1,999 employee ratings",Taguig,,"Data Engineer (SSIS)
Basic understanding of data modelling techniques
Experience on SQL Server/Oracle RDBMS, tables, views, indexing, tuning and data types
SSIS/ETL development experience
Experience on data transformation techniques
Data Analysis and cleansing techniques
Advanced skills of SQL (analytical functions etc.)
Experience on Scrum methodology
Agile way of working
Ability to communicate effectively and present/demo ideas and solutions
Keen on documenting her/his work
Would be good to have:
Knowledge on DOS/Powershell scripting
Experience on CI/CD pipeline and relevant tools such as Ansible, Git, Microsoft TFS/Azure DevOps
Capable of solving complex problems"
854,FULL STACK DEVELOPERS | Permanent Work From Home Set Up,"JustPressOne,inc",5 out of 5 stars from 2 employee ratings,Manila,"PHP 90,000 - PHP 100,000 a month","* WILLING TO WORK FULL TIME *
-
Full Stack Developer
We are looking for a talented Software Engineer who loves to work in an agile, fast-paced, and technical working environment. The candidate must be able to lead a team to implement innovative software design patterns, optimized SQL databases, and 3rd party API integrations. He/she will be involved in the planning, architecture, designing, development, documentation, testing, and deployment of applications running on large-scale distributed systems.
Requirements & Qualifications:
Ideally, 4+ years experience as a Software Engineer.
2+ years experience with Laravel Framework
2+ years experience in VueJs, Vuex
Experience with cloud-based servers, preferably Azure
Experience with 3rd party API integrations
Deep understanding of SQL with MySQL (or other databases)
Knowledge of UI/UX design
Experience with Data Warehousing
Git workflow with Github (or similar).
Fluent in written and verbal English; must be able to communicate through video calls, team chats, and with stakeholders
Amenable to work on a night shift schedule in Philippine time
Nice to have:
Bachelor’s degree in Computer Science, IT, CpE, IS, or mathematics or similar relevant courses
Dev-ops experience
Familiarity with Twilio and Pusher
Knowledgeable with various and multiple front-end and back-end languages and frameworks
Compensation and Benefits:
Incentives for milestones
HMO from Maxicare after regularization
Service Inventive Leave
Paid Time Off
Sick Leave
Weekly Fun Team Activities
Huge Growth Potential!!
About the Company:
JustPressOne has been operating in the Philippines since 2018 starting as a small operation of just 5 people. Currently we have over 150 agents spread across all the Philippines working from home or on site in Cebu City. Our company has great pride in our strong family environment and friendly activities that bring each of us together and maintain a healthy working space.
Now we are looking for a team of engineers to help us take the company to a whole new level. Developing a software that will change the course of our industry forever we need a strong team of engineers led by an architect that has the foresight to build a one of a kind software solution, lead their team to that goal and above all maintain the core belief of our company that we are a family organization.
Join us today and welcome to the best company in the Philippines!
Job Types: Full-time, Permanent
Pay: Php90,000.00 - Php100,000.00 per month
Benefits:
Company events
Health insurance
Opportunities for promotion
Pay raise
Promotion to permanent employee
Work from home
Schedule:
Early shift
Late shift
Supplemental pay types:
13th month salary
Yearly bonus
Application Question(s):
Do you have your OWN computer or laptop , headset and a reliable internet ? If YES , kindly send your UPDATED CV.
Education:
Bachelor's (Preferred)
Experience:
Full Stack Developer: 4 years (Required)"
855,Project Manager,NTT Global Networks,,Makati,,"Project Manager

JOB DESCRIPTION:
The Project Manager plans, executes and finalizes global data network projects (VPN, MPLS, Internet) for NTT Global Networks’ customers based globally throughout Europe, Asia, the Pacific, and the Americas.

This position is part of NTT Global Networks’ Service Delivery Team with a focus of delivering managed network services solutions to customers by planning and organizing projects.

RESPONSIBILITIES:

Duties and responsibilities for this position include the following; however other duties may be assigned as needed for the smooth and continued operations of the company.

Serves as the customer’s point of contact for all project related issues and concerns.

Establishes and facilities regular project review meetings with customer, internal teams, vendors, and partners involved in project.

Interfaces and coordinates with internal teams such as customer engineers and account managers to ensure that project objectives are met in a timely manner.

Proactively manages changes in project scope, potential issues, and devise contingency plans.

Manages and coordinates multiple projects and project activities simultaneously.

Organizes, analyzes and motivates the implementation team to help meet the established project objectives and provide quality service to customers.

DESIRED SKILLS & EXPERIENCE

Strong understanding of Data Network Technology – MPLS, VPN, Internet, Cisco etc.

Service Provider or System Integrator or Telecommunications experience a must.

Experience and knowledge in managed network services, including but not limited to, MPLS,

VPN, security services, LAN/WAN, and cloud is required.

Excellent organizational skills, including the ability to multi-task and adjust priorities accordingly.

Advanced knowledge of project management tools including Microsoft Project.

Advanced experience in using Excel, Visio, and Word to produce reports and documentation.

Ability to work under pressure and to handle multiple projects and deadlines.

Ability to work off business hours and different time zones as needed."
856,Security Automation Engineer II,RELX,,Manila,,"Trait and Characteristics
Openness to be part of a journey he/she may not have been part of previously
Displays willingness to own complex and highly technical issues and assignments
Encourages people to collaborate, push further improvements and innovation to existing tools, processes, and tasks
Consistent with his/her technical development journey
Resilient to pressure that comes with multiple tasks and assignments
A problem solver
Roles and Responsibilities:
Owner and contributor of anything related with tools development, pertaining to security platforms the SOC team owns, manages, or co-manages
Creator of scripts and/or queries used by the SOC team on performing investigations and other security-related tasks (e.g., PowerShell, Python, Bash, Office Macros)
Creator of automation functions using built-in capabilities of existing platforms (e.g., Office 365 Power Apps/Power Automate)
Developer of integration between different platforms the SOC team owns, managers, or co-manages (e.g., Python, CURL, RESTful)
Creator of visualized reports of ingested data through application programming interface (API) and other methods (e.g., PowerBi, neo4j, other visualization frameworks)
Contributor to other minor day-to-day tasks within SOC team’s functions
Education:
Bachelor’s degree holder
Requirements:
A true passionate individual about cybersecurity – RX SOC encourages the applicants to put links of their LinkedIn/blog posts discussing anything about cybersecurity, or links to their GitHub public repository highlighting their projects
A curious and creative person with the ability to see patterns on seemingly disconnected environments or systems
Ability to create solutions for either theoretical or an actual problem in the fastest conceivable way
2+ years of experience in practicing development using any of the following: PowerShell, Python, CURL, RESTful, C#, SQL
2+ years of experience creating automation functions using either Python or PowerShell (or any available language and framework)
Knowledgeable on O365’s Power Apps/Automate
Knowledgeable on Agile principles
Knowledgeable on Windows and Linux operating systems
Knowledgeable on common security platforms, such as antimalware, firewall, email filtering, etc.

LexisNexis, a division of RELX Group, is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact accommodations@relx.com or if you are based in the US you may also contact us on 1.855.833.5120.
Please read our
Candidate Privacy Policy"
